Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,0,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,8,No,11,3,3,1,22,2,3,10,7,0,8
35,0,Travel_Rarely,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,1,Yes,11,3,3,1,16,3,2,16,10,10,1
30,0,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,0,Yes,12,3,3,3,9,4,2,8,7,1,7
20,1,Travel_Rarely,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,1,Yes,15,3,1,0,1,2,3,1,0,0,0
30,1,Travel_Frequently,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,0,No,17,3,1,0,4,3,3,3,2,1,2
26,0,Travel_Rarely,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,1,No,12,3,2,0,8,2,3,8,7,1,3
22,0,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,1,No,15,3,1,1,4,3,2,4,3,1,1
48,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,2,No,13,3,4,0,19,0,3,2,2,2,2
48,0,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,7,No,14,3,2,0,27,3,3,15,11,4,8
41,0,Travel_Rarely,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,6,No,14,3,2,0,8,6,3,2,2,2,1
39,0,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,1,No,16,3,3,1,21,3,3,21,6,11,8
27,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,0,No,18,3,2,1,4,2,3,3,2,2,2
35,0,Travel_Rarely,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,1,No,20,4,1,1,3,4,2,3,2,1,2
42,0,Travel_Rarely,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,6,No,13,3,2,0,21,3,4,1,0,0,0
50,0,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,4,No,18,3,2,0,8,5,3,1,0,0,0
59,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,3,Yes,13,3,1,0,30,4,3,5,3,4,3
37,1,Travel_Rarely,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,5,No,15,3,1,0,15,2,1,1,0,0,0
55,0,Travel_Frequently,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,3,Yes,14,3,4,2,17,3,3,8,7,6,7
41,0,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,1,No,22,4,2,2,21,3,3,21,16,5,10
38,0,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,8,Yes,12,3,3,0,19,1,3,1,0,0,0
26,1,Non-Travel,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,8,No,18,3,4,0,7,6,3,2,2,2,2
52,1,Travel_Rarely,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,1,No,15,3,4,1,33,3,3,32,14,6,9
44,0,Travel_Rarely,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,3,Yes,18,3,3,1,23,2,3,12,11,11,11
50,0,Non-Travel,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,0,No,12,3,1,1,19,3,3,18,7,0,13
36,1,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,1,No,16,3,3,0,18,1,3,17,13,15,14
39,0,Travel_Frequently,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,1,Yes,13,3,3,0,21,2,3,21,6,2,8
33,0,Non-Travel,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,0,No,19,3,4,0,3,2,2,2,2,2,2
45,0,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,3,No,13,3,2,1,26,4,4,9,3,1,1
32,0,Non-Travel,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,9,No,12,3,2,0,10,2,3,8,7,7,7
34,0,Travel_Rarely,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,0,No,11,3,4,1,16,2,2,15,1,0,9
59,0,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,3,Yes,14,3,3,1,14,1,1,6,4,0,4
45,0,Travel_Rarely,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,1,No,16,3,1,0,6,3,3,6,3,0,4
53,0,Travel_Frequently,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,2,No,12,3,1,1,30,2,3,15,7,6,12
36,1,Travel_Rarely,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,7,No,14,3,2,1,9,3,2,1,0,0,0
26,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,6,Yes,14,3,2,1,6,2,3,3,2,1,2
34,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,1,Yes,19,3,4,1,1,2,3,1,1,0,0
28,0,Travel_Rarely,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1,No,22,4,2,0,1,5,3,1,0,0,0
38,0,Travel_Frequently,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,3,No,16,3,1,1,8,2,3,2,2,2,2
50,0,Travel_Rarely,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,2,Yes,11,3,4,1,29,2,2,8,1,7,7
37,0,Travel_Rarely,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,3,No,15,3,1,0,8,3,2,4,3,0,1
40,0,Travel_Rarely,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,1,No,14,3,2,1,8,3,2,7,7,7,5
26,0,Travel_Frequently,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,1,No,13,3,3,2,5,5,3,5,3,1,3
46,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,9,No,17,3,4,2,23,0,3,2,2,2,2
54,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,6,No,11,3,2,1,13,4,3,9,4,7,0
56,0,Travel_Frequently,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2,No,19,3,2,1,18,4,3,5,4,0,3
36,0,Travel_Rarely,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,0,No,11,3,2,0,15,2,2,14,8,7,8
55,0,Non-Travel,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,7,No,15,3,2,0,31,3,4,9,7,6,2
43,0,Travel_Rarely,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,5,No,13,3,3,1,18,5,3,1,0,0,0
20,1,Travel_Frequently,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,1,Yes,14,3,2,0,2,3,3,2,2,0,2
21,1,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1,No,13,3,1,0,1,6,2,1,0,1,0
46,0,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,8,Yes,23,4,1,3,19,2,3,16,13,1,7
51,1,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,9,Yes,12,3,3,3,18,2,4,10,0,2,7
28,1,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,1,No,12,3,1,0,10,2,2,10,7,1,9
26,0,Travel_Rarely,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,1,No,16,3,1,2,6,2,3,5,3,1,3
30,0,Travel_Rarely,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,0,No,15,3,3,1,7,1,2,6,2,0,2
41,0,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,1,No,13,3,3,0,10,3,3,10,6,0,8
38,0,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,0,No,18,3,1,1,20,4,2,19,9,1,9
40,0,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,4,No,20,4,4,1,14,6,3,11,10,11,1
27,0,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,1,No,19,3,4,3,3,4,3,3,2,1,2
55,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,3,No,18,3,2,1,23,4,3,3,2,1,2
28,0,Travel_Rarely,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3,No,13,3,4,0,10,4,4,8,7,1,7
44,1,Travel_Rarely,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,9,No,14,3,4,1,24,1,3,20,6,3,6
33,0,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,4,No,15,3,3,1,9,2,3,3,2,1,2
35,1,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,0,Yes,22,4,1,0,9,2,3,8,7,4,7
33,1,Travel_Frequently,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,1,No,22,4,2,0,14,4,3,13,7,3,8
28,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,1,No,16,3,4,1,4,5,2,4,2,2,2
34,0,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,0,No,17,3,3,0,7,1,2,6,2,0,4
37,0,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,2,Yes,14,3,3,3,8,5,3,1,0,0,0
25,1,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,1,Yes,15,3,2,1,7,3,4,7,7,5,6
26,1,Travel_Rarely,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,1,No,20,4,3,1,1,0,2,1,1,0,0
33,1,Travel_Rarely,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,4,Yes,20,4,2,0,5,0,3,2,2,2,2
42,0,Travel_Rarely,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,0,No,17,3,4,1,23,3,3,22,6,13,7
28,1,Travel_Frequently,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,1,No,15,3,1,2,1,2,3,1,0,0,0
50,1,Travel_Frequently,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,3,Yes,14,3,4,0,5,4,3,0,0,0,0
33,0,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,0,No,17,3,3,1,4,3,3,3,2,0,2
34,0,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,3,No,17,3,4,3,6,2,3,0,0,0,0
48,0,Non-Travel,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,2,No,22,4,3,0,27,3,2,5,4,2,1
45,0,Non-Travel,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,1,No,13,3,4,1,15,2,3,15,10,4,12
52,0,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,7,No,19,3,4,0,18,4,3,8,6,4,0
38,0,Travel_Rarely,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,0,Yes,14,3,2,2,9,2,3,8,7,2,7
29,0,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,4,No,22,4,1,1,11,1,3,7,5,1,7
28,0,Travel_Rarely,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,0,No,17,3,2,3,10,3,2,9,7,1,7
46,0,Travel_Rarely,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,3,No,12,3,4,1,23,3,3,12,9,4,9
38,0,Travel_Rarely,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7,No,16,3,3,0,10,2,3,1,0,0,0
43,0,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,8,No,11,3,3,1,18,1,3,8,7,0,1
39,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,7,No,11,3,4,3,21,4,3,18,7,11,5
40,0,Travel_Rarely,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,1,No,14,3,1,0,21,2,4,20,7,4,9
21,0,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,1,Yes,11,3,3,0,2,6,4,2,2,2,2
39,0,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,9,No,15,3,3,0,9,2,2,5,4,0,3
36,0,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,2,No,20,4,1,0,18,0,3,11,9,0,9
31,0,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,0,No,12,3,1,1,3,4,3,2,2,2,2
28,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,0,No,17,3,1,0,6,2,1,5,3,0,4
35,0,Travel_Frequently,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,1,No,11,3,4,1,5,3,3,5,2,0,2
49,0,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,6,No,17,3,2,1,22,3,3,9,8,2,3
34,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,2,No,11,3,4,0,5,3,2,3,2,0,2
29,0,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,0,No,14,3,4,2,8,2,2,7,5,1,1
42,0,Travel_Rarely,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4,No,19,3,1,0,16,3,3,1,0,0,0
29,0,Travel_Rarely,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,1,Yes,15,3,3,1,10,2,2,10,7,1,2
38,0,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,1,No,13,3,4,1,7,2,4,7,6,5,0
28,0,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,1,Yes,14,3,4,1,3,2,3,3,1,0,2
18,1,Non-Travel,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1,No,12,3,4,0,0,0,3,0,0,0,0
33,1,Travel_Rarely,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,0,Yes,17,3,1,0,6,3,3,5,2,0,3
41,0,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,3,Yes,11,3,1,1,6,4,3,1,0,0,0
31,1,Travel_Frequently,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,1,No,12,3,3,1,2,5,2,2,2,2,2
37,0,Travel_Rarely,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,7,No,13,3,3,2,9,2,3,6,2,1,3
27,0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,1,No,13,3,3,1,4,0,3,4,2,2,2
34,0,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,1,No,20,4,1,0,6,3,2,6,5,1,3
35,0,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,1,No,17,3,2,0,6,2,1,5,4,1,4
29,1,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,1,No,13,3,1,1,11,3,1,11,8,3,10
40,0,Travel_Frequently,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,9,No,17,3,3,0,20,3,2,18,7,2,13
42,1,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,0,Yes,12,3,2,0,22,2,2,21,9,13,14
42,0,Travel_Rarely,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,7,No,13,3,4,0,9,3,4,6,4,1,5
35,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,6,No,12,3,2,1,10,2,3,8,0,1,7
24,0,Travel_Rarely,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,8,No,22,4,4,0,6,2,3,4,3,1,2
28,1,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,1,Yes,11,3,4,0,1,4,2,1,1,0,0
26,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,1,No,22,4,2,1,8,2,3,8,7,0,7
30,0,Travel_Rarely,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,1,No,18,3,1,1,10,3,3,10,3,1,4
40,0,Travel_Frequently,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,3,Yes,13,3,4,1,16,3,1,1,1,0,0
35,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,2,No,18,3,2,1,15,2,4,7,7,6,4
34,0,Travel_Frequently,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,0,No,20,4,3,0,14,3,3,13,9,4,9
35,0,Travel_Frequently,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,1,No,13,3,2,1,2,2,4,2,2,2,2
43,1,Travel_Rarely,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,8,No,13,3,2,0,7,2,2,4,3,1,3
32,0,Non-Travel,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,1,No,12,3,3,3,1,3,3,1,0,0,0
56,0,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,4,No,13,3,4,1,28,2,3,5,2,4,2
29,0,Travel_Rarely,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,1,No,13,3,1,1,10,5,3,10,8,0,8
19,0,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,1,No,25,4,3,0,1,4,3,1,1,0,0
45,0,Travel_Rarely,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4,Yes,19,3,3,1,7,2,2,3,2,0,2
37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,1,No,13,3,2,1,14,2,2,14,8,3,11
20,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,1,No,12,3,1,0,2,2,2,2,2,1,2
44,1,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,1,Yes,11,3,3,0,6,4,3,6,4,0,2
53,0,Travel_Rarely,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,3,No,18,3,2,1,26,6,3,7,7,4,7
29,0,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,0,Yes,18,3,1,1,6,2,2,5,4,1,3
22,1,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,0,Yes,11,3,2,1,1,5,3,0,0,0,0
46,0,Travel_Rarely,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,8,No,23,4,1,0,28,2,3,26,15,15,9
44,0,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2,No,13,3,4,0,6,3,3,0,0,0,0
33,0,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,1,No,13,3,4,1,5,2,3,5,4,1,4
41,1,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,6,No,17,3,1,1,5,2,1,1,0,0,0
30,0,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,8,No,19,3,3,3,8,3,3,4,3,0,3
40,0,Travel_Frequently,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,5,No,12,3,4,3,5,2,3,0,0,0,0
50,0,Travel_Frequently,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,2,No,22,4,3,1,32,3,3,2,2,2,2
28,0,Travel_Rarely,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,1,No,12,3,3,3,6,2,3,6,5,3,3
46,0,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,5,No,11,3,1,1,25,2,3,4,2,0,3
35,0,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,3,Yes,15,3,4,3,15,2,3,7,7,1,7
24,1,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,1,No,13,3,1,1,1,3,1,1,0,0,0
33,0,Travel_Frequently,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,1,No,12,3,1,1,10,3,2,10,7,0,1
36,0,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,1,No,14,3,3,1,7,4,3,7,7,1,7
30,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,1,No,13,3,1,3,10,4,2,10,7,8,9
44,0,Travel_Rarely,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,1,No,25,4,2,0,20,3,3,20,11,13,17
20,0,Travel_Rarely,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,1,No,17,3,4,0,2,2,3,2,1,2,2
46,0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,2,No,11,3,3,1,12,3,2,6,3,1,4
42,0,Non-Travel,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,7,No,16,3,1,1,10,3,4,4,3,0,3
60,0,Travel_Rarely,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,0,Yes,18,3,2,1,12,3,3,11,7,1,9
32,0,Travel_Frequently,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,1,No,20,4,3,1,2,2,3,2,2,2,2
32,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4,Yes,14,3,4,0,10,2,3,8,7,0,7
36,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,2,Yes,21,4,3,1,17,2,3,7,7,7,7
33,0,Travel_Rarely,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,0,No,13,3,2,1,15,5,3,14,10,4,10
40,0,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,7,No,12,3,2,1,7,2,4,5,1,1,3
25,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,0,No,14,3,2,0,5,4,3,4,3,1,1
30,0,Travel_Rarely,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,0,Yes,21,4,1,1,12,2,3,11,9,5,7
42,0,Travel_Frequently,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,3,Yes,17,3,3,0,20,6,3,1,0,0,0
35,0,Non-Travel,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,4,Yes,11,3,2,1,16,6,2,13,2,4,12
27,0,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,1,Yes,14,3,4,2,9,3,2,9,7,6,8
54,0,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,7,No,17,3,1,1,33,2,1,5,4,1,4
44,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,1,No,13,3,4,1,10,5,3,10,5,7,7
19,1,Non-Travel,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1,Yes,25,4,2,0,1,2,4,1,1,0,0
29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,1,No,15,3,1,3,3,5,3,3,2,1,2
54,0,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,3,No,14,3,1,0,36,2,3,10,9,0,9
31,0,Travel_Rarely,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,1,Yes,12,3,4,0,6,2,2,6,5,0,1
31,0,Travel_Rarely,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,1,No,19,3,2,0,10,2,3,10,9,1,8
59,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5,No,17,3,4,0,13,2,3,6,1,0,5
43,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,3,No,14,3,2,1,25,2,3,8,7,0,7
49,0,Travel_Rarely,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,2,No,13,3,3,1,23,2,4,1,0,0,0
36,0,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,1,No,12,3,3,0,12,2,2,11,10,0,7
48,0,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,5,No,11,3,3,0,7,4,2,1,0,0,0
27,0,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,1,No,11,3,2,3,5,2,3,5,3,0,3
29,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,1,Yes,11,3,2,2,6,2,3,6,0,1,0
